"s.reg","year","trophicGroup","region","stemp","btemp","wtcpue.sum","trophicLevel.region.wmean","trophicLevel.sum","trophicLevel.wmean","trophicLevel.se.squareSum","nSpp.perGroup.perYear","nSpp.perGroup"
"gmex",1997,"(3.25,3.5]","SEFSC_GOMex",28.360020642787,23.0976457043501,3.78035067251756,3.68289677982873,72.17,3.43335032362786,3.4849,21,53
"gmex",1997,"(3.5,3.75]","SEFSC_GOMex",27.9325050816728,23.8027156778747,3.42888711618324,3.68289677982873,61.5,3.57768847582369,3.2291,17,40
"gmex",1997,"(3.75,4]","SEFSC_GOMex",28.3229666905224,22.324690197304,4.33258175421031,3.68289677982873,62.08,3.89452870732306,3.7675,16,38
"gmex",1997,"(4,4.25]","SEFSC_GOMex",28.966822414193,22.9265516903731,0.760467849204349,3.68289677982873,45.34,4.14130385156899,3.2003,11,22
"gmex",1997,"(4.25,4.5]","SEFSC_GOMex",29.1126907426218,23.9002512173245,1.64092648158648,3.68289677982873,57.59,4.4305878517525,3.4366,13,31
"gmex",1997,"(4.5,4.75]","SEFSC_GOMex",28.9192222222222,25.6163055555556,0.0573370950001385,3.68289677982873,13.76,4.58285059617119,0.3809,3,5
"gmex",1997,"unknown","SEFSC_GOMex",28.4570595067356,21.7272196140881,17.5987296470885,3.68289677982873,0,NA,0,192,516
"gmex",1997,NA,NA,NA,NA,0,0,0,0,0,0,0
"gmex",1998,"(2,2.25]","SEFSC_GOMex",28.4878472222222,24.52825,0.304430105195058,3.66241666922481,4.21,2.18999468717266,0.0098,2,3
"gmex",1998,"(2.25,2.5]",NA,NA,NA,0,0,0,0,0,0,0
"gmex",1998,"(2.5,2.75]","SEFSC_GOMex",29.461875,25.18125,0.0115654075454763,3.66241666922481,5.34,2.66511934673223,0.0848,2,5
"gmex",1998,"(2.75,3]","SEFSC_GOMex",29.3587847222222,22.5438888888889,0.00318173915517296,3.66241666922481,8.57,2.84254689924937,0.2621,3,6
"gmex",1998,"(3,3.25]","SEFSC_GOMex",29.1949010349893,25.725518082265,1.3810415282377,3.66241666922481,25.58,3.22849329091752,0.7625,8,18
"gmex",1998,"(3.25,3.5]","SEFSC_GOMex",29.5146287244162,24.0794054702839,1.79208383785163,3.66241666922481,75.52,3.42864705818975,3.6684,22,53
"gmex",1998,"(3.5,3.75]","SEFSC_GOMex",29.815477328677,25.6485580539188,2.01809431187809,3.66241666922481,54.36,3.58815134797517,2.5545,15,40
"gmex",1998,"(3.75,4]","SEFSC_GOMex",29.456839366392,23.4319253895595,1.12118700936047,3.66241666922481,46.73,3.87728448505476,2.5896,12,38
"gmex",1998,"(4,4.25]","SEFSC_GOMex",28.0855459443879,22.4806551435221,0.757060653204126,3.66241666922481,45.56,4.13383400355729,3.1416,11,22
"gmex",1998,"(4.25,4.5]","SEFSC_GOMex",29.5905280710575,25.4655222162369,1.21895206238288,3.66241666922481,57.65,4.46290053856375,3.4255,13,31
"gmex",1998,"(4.5,4.75]","SEFSC_GOMex",29.6446428571429,25.1221031746032,0.0649267942070476,3.66241666922481,13.76,4.53906133637821,0.3809,3,5
"gmex",1998,"unknown","SEFSC_GOMex",28.9911886049345,22.2348876968522,12.5655975650283,3.66241666922481,0,NA,0,196,516
"gmex",1998,NA,NA,NA,NA,0,0,0,0,0,0,0
"gmex",1999,"(2,2.25]","SEFSC_GOMex",29.2015476190476,27.5726488095238,0.142858476476976,3.80471007468142,4.21,2.1892098500075,0.0098,2,3
"gmex",1999,"(2.25,2.5]",NA,NA,NA,0,0,0,0,0,0,0
"gmex",1999,"(2.5,2.75]","SEFSC_GOMex",28.9127777777778,23.9516666666667,0.0116012922646764,3.80471007468142,2.68,2.68,0.0064,1,5
"gmex",1999,"(2.75,3]","SEFSC_GOMex",29.09,23.4575,0.001253555029687,3.80471007468142,5.62,2.81,0.1945,2,6
"gmex",1999,"(3,3.25]","SEFSC_GOMex",28.836750122549,25.9618409753645,1.00101890887199,3.80471007468142,32.08,3.22343557367224,0.9961,10,18
"gmex",1999,"(3.25,3.5]","SEFSC_GOMex",28.8911387107783,24.3602174085189,1.93015717453442,3.80471007468142,71.95,3.43951935687121,3.4923,21,53
"gmex",1999,"(3.5,3.75]","SEFSC_GOMex",28.9266963402636,25.2603084296349,2.40267291020403,3.80471007468142,68.94,3.57284427212081,3.4104,19,40
"gmex",1999,"(3.75,4]","SEFSC_GOMex",28.724271429193,24.2048510280192,1.91866058600214,3.80471007468142,69.73,3.87626368545498,3.5371,18,38
"gmex",1999,"(4,4.25]","SEFSC_GOMex",29.1709269514822,25.1825463823599,1.17400876265393,3.80471007468142,36.99,4.13456023796247,2.4649,9,22
"gmex",1999,"(4.25,4.5]","SEFSC_GOMex",29.3509960929233,25.354436227403,2.31842717350361,3.80471007468142,66.53,4.45834085710494,3.9749,15,31
"gmex",1999,"(4.5,4.75]","SEFSC_GOMex",29.0925277777778,24.902537037037,0.0664300452112152,3.80471007468142,9.23,4.54222885823588,0.2909,2,5
"gmex",1999,"unknown","SEFSC_GOMex",28.734540767966,23.0153639277817,14.4250223234054,3.80471007468142,0,NA,0,196,516
"gmex",1999,NA,NA,NA,NA,0,0,0,0,0,0,0
"gmex",2000,"(2,2.25]","SEFSC_GOMex",29.5369047619048,25.8858333333333,0.586968834405332,3.66550862577809,4.21,2.18981053905498,0.0098,2,3
"gmex",2000,"(2.25,2.5]",NA,NA,NA,0,0,0,0,0,0,0
"gmex",2000,"(2.5,2.75]","SEFSC_GOMex",28.6980833333333,24.5683333333333,0.0416226696258895,3.66550862577809,2.68,2.68,0.0064,1,5
"gmex",2000,"(2.75,3]","SEFSC_GOMex",28.9229722222222,26.5981111111111,0.0331408689853776,3.66550862577809,11.33,2.77170615240551,0.2685,4,6
"gmex",2000,"(3,3.25]","SEFSC_GOMex",28.6539923233182,25.2029112575586,0.989418943895847,3.66550862577809,25.46,3.21998817797461,0.7787,8,18
"gmex",2000,"(3.25,3.5]","SEFSC_GOMex",29.1260242031008,24.1759675759196,1.62499715861398,3.66550862577809,88.88,3.42569252692832,3.8765,26,53
"gmex",2000,"(3.5,3.75]","SEFSC_GOMex",29.3710529443027,24.7716759648998,2.64757180755245,3.66550862577809,50.74,3.5622092414466,2.6232,14,40
"gmex",2000,"(3.75,4]","SEFSC_GOMex",29.2874975663296,24.5734496779116,1.25982125779531,3.66550862577809,69.9,3.88375471901118,4.3301,18,38
"gmex",2000,"(4,4.25]","SEFSC_GOMex",29.5938296922134,25.357198166927,0.852126960817808,3.66550862577809,33.02,4.14578292413904,2.1285,8,22
"gmex",2000,"(4.25,4.5]","SEFSC_GOMex",28.8350103025902,24.8027872349377,1.52009728307115,3.66550862577809,66.46,4.44619022704063,4.394,15,31
"gmex",2000,"(4.5,4.75]","SEFSC_GOMex",28.7865656565657,24.2752904040404,0.195793740612624,3.66550862577809,13.76,4.53331643676176,0.3809,3,5
"gmex",2000,"unknown","SEFSC_GOMex",29.0498269538922,23.3438220392452,10.4300659807205,3.66550862577809,0,NA,0,190,516
"gmex",2000,NA,NA,NA,NA,0,0,0,0,0,0,0
"gmex",2001,"(2,2.25]","SEFSC_GOMex",28.14625,25.62875,0.0365931069869576,3.71217173752177,4.21,2.17890714952483,0.0098,2,3
"gmex",2001,"(2.25,2.5]",NA,NA,NA,0,0,0,0,0,0,0
"gmex",2001,"(2.5,2.75]","SEFSC_GOMex",29.47,23.9392857142857,0.0226188073615675,3.71217173752177,2.68,2.68,0.0064,1,5
"gmex",2001,"(2.75,3]","SEFSC_GOMex",29.63,23.3183333333333,0.00127752225081968,3.71217173752177,2.81,2.81,0.0576,1,6
"gmex",2001,"(3,3.25]","SEFSC_GOMex",28.1950849867725,24.6097827380952,2.08090047132844,3.71217173752177,22.34,3.22065758390236,0.5509,7,18
"gmex",2001,"(3.25,3.5]","SEFSC_GOMex",28.3176071820637,23.5862869625696,2.5411634083018,3.71217173752177,68.26,3.42098783797655,2.7833,20,53
"gmex",2001,"(3.5,3.75]","SEFSC_GOMex",29.0894190421076,24.0200851410935,2.82496816993228,3.71217173752177,58.12,3.58703708693127,3.0298,16,40
"gmex",2001,"(3.75,4]","SEFSC_GOMex",28.5055320621662,22.744816231718,2.14884201894395,3.71217173752177,58.3,3.90566138662606,3.1593,15,38
"gmex",2001,"(4,4.25]","SEFSC_GOMex",29.2518256685701,24.9243098034681,1.09618586110985,3.71217173752177,37.35,4.14588998076936,2.3974,9,22
"gmex",2001,"(4.25,4.5]","SEFSC_GOMex",28.8976129377159,24.6679875075904,1.7435667261309,3.71217173752177,61.95,4.44704680654769,3.2378,14,31
"gmex",2001,"(4.5,4.75]","SEFSC_GOMex",27.7678611111111,23.5808373015873,0.0282573078827758,3.71217173752177,13.76,4.57308355517878,0.3809,3,5
"gmex",2001,"unknown","SEFSC_GOMex",28.4588052149042,22.5571748650666,10.7371176648888,3.71217173752177,0,NA,0,182,516
"gmex",2001,NA,NA,NA,NA,0,0,0,0,0,0,0
"gmex",2002,"(2,2.25]","SEFSC_GOMex",29.122,26.469,0.373601810306239,3.60054574117541,2.19,2.19,0.0049,1,3
"gmex",2002,"(2.25,2.5]","SEFSC_GOMex",29.86,27.42,0.00405582969856402,3.60054574117541,2.4,2.4,0.0441,1,4
"gmex",2002,"(2.5,2.75]","SEFSC_GOMex",28.5577777777778,25.3065740740741,0.0410359163912471,3.60054574117541,2.68,2.68,0.0064,1,5
"gmex",2002,"(2.75,3]","SEFSC_GOMex",28.7690277777778,25.4768055555556,0.00103417220544493,3.60054574117541,8.57,2.85039016307156,0.2621,3,6
"gmex",2002,"(3,3.25]","SEFSC_GOMex",29.0344618511504,26.6662494739057,2.68405117120058,3.60054574117541,28.5,3.22576491732213,0.8724,9,18
"gmex",2002,"(3.25,3.5]","SEFSC_GOMex",28.8963421707442,25.1887606141198,1.5200248796908,3.60054574117541,82.07,3.42849868428313,3.9216,24,53
"gmex",2002,"(3.5,3.75]","SEFSC_GOMex",28.9593865942828,26.2678994396678,8.36732756466959,3.60054574117541,68.79,3.55618192930685,3.5917,19,40
"gmex",2002,"(3.75,4]","SEFSC_GOMex",28.8963991839693,24.9239723276638,1.59061326945313,3.60054574117541,58.35,3.89817954073651,3.4181,15,38
"gmex",2002,"(4,4.25]","SEFSC_GOMex",28.7543909588078,25.773293298001,0.868071466552497,3.60054574117541,41.55,4.15395841539304,2.807,10,22
"gmex",2002,"(4.25,4.5]","SEFSC_GOMex",28.812261256105,25.3414552015999,1.43041360445702,3.60054574117541,70.7,4.45048971225675,4.5544,16,31
"gmex",2002,"(4.5,4.75]","SEFSC_GOMex",28.7581628787879,25.23875,0.0414709986679517,3.60054574117541,9.23,4.5521191530717,0.2909,2,5
"gmex",2002,"unknown","SEFSC_GOMex",28.7735440974395,23.9039275561634,16.963121303724,3.60054574117541,0,NA,0,222,516
"gmex",2002,NA,NA,NA,NA,0,0,0,0,0,0,0
"gmex",2003,"(2,2.25]","SEFSC_GOMex",29.6130208333333,27.3869270833333,0.209526801069244,3.70064689006006,4.21,2.18926833270531,0.0098,2,3
"gmex",2003,"(2.25,2.5]",NA,NA,NA,0,0,0,0,0,0,0
"gmex",2003,"(2.5,2.75]","SEFSC_GOMex",28.8639351851852,22.8824074074074,0.0617892884061573,3.70064689006006,2.68,2.68,0.0064,1,5
"gmex",2003,"(2.75,3]","SEFSC_GOMex",28.7048765432099,24.8838888888889,0.00207235528187566,3.70064689006006,5.76,2.90239192435286,0.1252,2,6
"gmex",2003,"(3,3.25]","SEFSC_GOMex",28.9950695117845,23.5923794949495,1.57074947830029,3.70064689006006,22.29,3.22832339370525,0.7731,7,18
"gmex",2003,"(3.25,3.5]","SEFSC_GOMex",28.8377941921708,23.7494938460352,1.77619303328086,3.70064689006006,75.16,3.42044749845017,3.0369,22,53
"gmex",2003,"(3.5,3.75]","SEFSC_GOMex",29.0499166666667,24.3262052951389,2.22340662967395,3.70064689006006,57.85,3.57239095553334,2.6858,16,40
"gmex",2003,"(3.75,4]","SEFSC_GOMex",28.8744525378979,22.4365407179075,2.3698506832781,3.70064689006006,50.56,3.85369314756984,2.9459,13,38
"gmex",2003,"(4,4.25]","SEFSC_GOMex",28.8453178549565,23.1458089837772,0.58475716477051,3.70064689006006,45.58,4.15219112503491,2.68,11,22
"gmex",2003,"(4.25,4.5]","SEFSC_GOMex",29.0892298856221,24.0266069083594,1.69373266914911,3.70064689006006,66.13,4.43286399009002,3.8904,15,31
"gmex",2003,"(4.5,4.75]","SEFSC_GOMex",28.6793277777778,25.8585055555556,0.0456666752116351,3.70064689006006,13.76,4.55966032233272,0.3809,3,5
"gmex",2003,"unknown","SEFSC_GOMex",28.6555578158295,22.2583138558826,14.3175611490825,3.70064689006006,0,NA,0,188,516
"gmex",2003,NA,NA,NA,NA,0,0,0,0,0,0,0
"gmex",2004,"(2,2.25]","SEFSC_GOMex",18.089,16.7501666666667,0.0302655398835565,3.81083157627577,2.19,2.19,0.0049,1,3
"gmex",2004,"(2.25,2.5]",NA,NA,NA,0,0,0,0,0,0,0
"gmex",2004,"(2.5,2.75]","SEFSC_GOMex",24.8380303030303,21.7477272727273,0.068874334382083,3.81083157627577,2.68,2.68,0.0064,1,5
"gmex",2004,"(2.75,3]","SEFSC_GOMex",29.4790364583333,24.907265625,0.0116045072097087,3.81083157627577,11.33,2.80610090907666,0.2685,4,6
"gmex",2004,"(3,3.25]","SEFSC_GOMex",22.6410946753738,19.4516440579262,1.08168000057302,3.81083157627577,22.49,3.2220726854523,0.9151,7,18
"gmex",2004,"(3.25,3.5]","SEFSC_GOMex",20.5447457244088,17.5572811090365,2.16811921252762,3.81083157627577,72.17,3.43883737249062,3.603,21,53
"gmex",2004,"(3.5,3.75]","SEFSC_GOMex",25.0983667726768,22.2037991050472,1.7787897815363,3.81083157627577,58.19,3.59546688208466,2.8494,16,40
"gmex",2004,"(3.75,4]","SEFSC_GOMex",20.5356695585724,17.3576194222889,1.31667167371687,3.81083157627577,50.58,3.91960561282288,2.9548,13,38
"gmex",2004,"(4,4.25]","SEFSC_GOMex",21.1139800955603,17.686189083486,0.805044747595579,3.81083157627577,49.64,4.15777293718371,3.4307,12,22
"gmex",2004,"(4.25,4.5]","SEFSC_GOMex",19.751236791141,17.1107925685279,2.3953428912152,3.81083157627577,66.35,4.43284475653929,4.3917,15,31
"gmex",2004,"(4.5,4.75]","SEFSC_GOMex",20.3535443722944,16.6885476791727,0.0667030254151233,3.81083157627577,13.76,4.59950901598226,0.3809,3,5
"gmex",2004,"unknown","SEFSC_GOMex",22.4631316385126,18.4046044197033,14.6647943370307,3.81083157627577,0,NA,0,208,516
"gmex",2004,NA,NA,NA,NA,0,0,0,0,0,0,0
"gmex",2005,"(2,2.25]","SEFSC_GOMex",29.8697916666667,28.914375,0.134973295382536,3.67190985058752,2.19,2.19,0.0049,1,3
"gmex",2005,"(2.25,2.5]",NA,NA,NA,0,0,0,0,0,0,0
"gmex",2005,"(2.5,2.75]","SEFSC_GOMex",29.8757083333333,25.3855833333333,0.0502889086342605,3.67190985058752,2.68,2.68,0.0064,1,5
"gmex",2005,"(2.75,3]","SEFSC_GOMex",30.0705,26.14875,0.00898260523364928,3.67190985058752,11.33,2.76677859692244,0.2685,4,6
"gmex",2005,"(3,3.25]","SEFSC_GOMex",29.6211953892668,24.4568318216175,2.50380853797626,3.67190985058752,22.43,3.2283314986293,0.6831,7,18
"gmex",2005,"(3.25,3.5]","SEFSC_GOMex",29.8498246851171,24.99637130687,2.66561380781865,3.67190985058752,75.36,3.42635112445576,3.44,22,53
"gmex",2005,"(3.5,3.75]","SEFSC_GOMex",29.5272170740474,25.6077310531047,3.46910564206932,3.67190985058752,54.04,3.55795015636239,2.4944,15,40
"gmex",2005,"(3.75,4]","SEFSC_GOMex",29.5361019411863,24.3934979518002,2.06925410575617,3.67190985058752,54.65,3.87503655541002,2.9011,14,38
"gmex",2005,"(4,4.25]","SEFSC_GOMex",29.4071091759251,24.1987859022291,0.635308919153863,3.67190985058752,45.37,4.1531604756561,2.9034,11,22
"gmex",2005,"(4.25,4.5]","SEFSC_GOMex",29.5309835028919,25.4286168630752,2.07931086799791,3.67190985058752,75.27,4.45311779427014,3.7084,17,31
"gmex",2005,"(4.5,4.75]","SEFSC_GOMex",29.7606018518519,25.1536111111111,0.0787566087711729,3.67190985058752,13.76,4.53699561147077,0.3809,3,5
"gmex",2005,"unknown","SEFSC_GOMex",29.3821497938848,24.0672922644465,15.7309650935029,3.67190985058752,0,NA,0,187,516
"gmex",2005,NA,NA,NA,NA,0,0,0,0,0,0,0
"gmex",2006,"(2,2.25]","SEFSC_GOMex",28.8192857142857,28.0335714285714,0.150523881293587,3.71935327509829,2.19,2.19,0.0049,1,3
"gmex",2006,"(2.25,2.5]",NA,NA,NA,0,0,0,0,0,0,0
"gmex",2006,"(2.5,2.75]","SEFSC_GOMex",28.9988005050505,25.4323737373737,0.0717815024089921,3.71935327509829,2.68,2.68,0.0064,1,5
"gmex",2006,"(2.75,3]","SEFSC_GOMex",29.0421428571429,26.2574404761905,0.0287939810100762,3.71935327509829,11.33,2.78602338938697,0.2685,4,6
"gmex",2006,"(3,3.25]","SEFSC_GOMex",28.5857482638889,25.6046131195534,1.49168152697267,3.71935327509829,25.59,3.22310699268615,0.944,8,18
"gmex",2006,"(3.25,3.5]","SEFSC_GOMex",28.7911188557219,23.980140897431,3.24525105273933,3.71935327509829,82.11,3.44383543709484,3.414,24,53
"gmex",2006,"(3.5,3.75]","SEFSC_GOMex",29.0914827679987,25.2632408998835,4.394371628448,3.71935327509829,50.8,3.58098343674104,2.6153,14,40
"gmex",2006,"(3.75,4]","SEFSC_GOMex",28.7775869893717,24.1788830425285,1.84371127394055,3.71935327509829,62.22,3.88897717709579,4.1941,16,38
"gmex",2006,"(4,4.25]","SEFSC_GOMex",28.6865178279209,24.1871357881884,1.15670426118699,3.71935327509829,53.68,4.15619382724098,3.5572,13,22
"gmex",2006,"(4.25,4.5]","SEFSC_GOMex",28.9360022961578,25.3887937945337,2.36922499755792,3.71935327509829,66.09,4.41909622042157,3.4347,15,31
"gmex",2006,"(4.5,4.75]","SEFSC_GOMex",29.0340492724868,24.9363258038258,0.118324864599196,3.71935327509829,13.76,4.54942365250667,0.3809,3,5
"gmex",2006,"unknown","SEFSC_GOMex",28.6729237099003,23.3388159549795,15.9465959909355,3.71935327509829,0,NA,0,216,516
"gmex",2006,NA,NA,NA,NA,0,0,0,0,0,0,0
"gmex",2007,"(2,2.25]","SEFSC_GOMex",28.8227499905,27.9735714828571,0.397339711962647,3.75938372229743,4.21,2.18901851965319,0.0098,2,3
"gmex",2007,"(2.25,2.5]",NA,NA,NA,0,0,0,0,0,0,0
"gmex",2007,"(2.5,2.75]","SEFSC_GOMex",28.2741685606061,25.8772083333333,0.0299383426083027,3.75938372229743,5.41,2.68039527859016,0.0464,2,5
"gmex",2007,"(2.75,3]","SEFSC_GOMex",28.2026388888889,26.6458333333333,0.0137716812555968,3.75938372229743,8.52,2.81307644314846,0.1316,3,6
"gmex",2007,"(3,3.25]","SEFSC_GOMex",28.4313473630268,25.3164219649443,1.1116597655408,3.75938372229743,19.24,3.22742559042956,0.7215,6,18
"gmex",2007,"(3.25,3.5]","SEFSC_GOMex",28.7124553710616,24.7427294748991,2.60820447155681,3.75938372229743,64.81,3.4418119893718,2.658,19,53
"gmex",2007,"(3.5,3.75]","SEFSC_GOMex",28.5926920464221,24.1656531641082,2.21280597857734,3.75938372229743,47.18,3.58024068881636,2.5624,13,40
"gmex",2007,"(3.75,4]","SEFSC_GOMex",28.7866176492438,24.1423258682721,3.33861369401873,3.75938372229743,54.4,3.91035135818789,2.9232,14,38
"gmex",2007,"(4,4.25]","SEFSC_GOMex",28.8488586117646,25.8688363270738,1.06414300099381,3.75938372229743,36.99,4.15075332062399,2.3329,9,22
"gmex",2007,"(4.25,4.5]","SEFSC_GOMex",28.9392494889865,25.5404553042206,2.23685795428608,3.75938372229743,65.96,4.42276379278309,3.6992,15,31
"gmex",2007,"(4.5,4.75]","SEFSC_GOMex",28.828483808963,26.2211481734815,0.104145027058145,3.75938372229743,13.76,4.53693639315744,0.3809,3,5
"gmex",2007,"unknown","SEFSC_GOMex",28.6528646261272,23.4733155581419,21.9826577502165,3.75938372229743,0,NA,0,186,516
"gmex",2007,NA,NA,NA,NA,0,0,0,0,0,0,0
"gmex",2008,"(2,2.25]","SEFSC_GOMex",27.552083234375,24.8289979166667,0.0247714079407067,3.76245824624454,4.21,2.18700276809138,0.0098,2,3
"gmex",2008,"(2.25,2.5]",NA,NA,NA,0,0,0,0,0,0,0
"gmex",2008,"(2.5,2.75]","SEFSC_GOMex",29.1455302143636,22.7967185537037,0.249976026329051,3.76245824624454,2.68,2.68,0.0064,1,5
"gmex",2008,"(2.75,3]","SEFSC_GOMex",28.3516666603333,23.520107519,0.0173080078450912,3.76245824624454,8.57,2.91503790998798,0.2621,3,6
"gmex",2008,"(3,3.25]","SEFSC_GOMex",27.0191477763015,23.0530871436139,1.56748319676266,3.76245824624454,22.34,3.22197138115459,0.7504,7,18
"gmex",2008,"(3.25,3.5]","SEFSC_GOMex",28.9215526105519,22.903590549856,2.52237334478187,3.76245824624454,71.95,3.4256086341303,3.1509,21,53
"gmex",2008,"(3.5,3.75]","SEFSC_GOMex",28.4048907513583,23.4662186003422,2.21128972077089,3.76245824624454,47.12,3.60802864768233,2.5327,13,40
"gmex",2008,"(3.75,4]","SEFSC_GOMex",28.9842188597284,22.7880535772984,2.2617291431791,3.76245824624454,62.2,3.88810853920354,3.7494,16,38
"gmex",2008,"(4,4.25]","SEFSC_GOMex",29.3412072937644,22.7483558587479,2.06145443417626,3.76245824624454,45.4,4.16375859836296,2.6435,11,22
"gmex",2008,"(4.25,4.5]","SEFSC_GOMex",29.0309745825613,23.9795600199538,1.44794673306495,3.76245824624454,66.41,4.44060349767123,3.5393,15,31
"gmex",2008,"(4.5,4.75]","SEFSC_GOMex",29.5415417544625,25.1443986666667,0.313210504939147,3.76245824624454,18.39,4.62216007512508,0.885,4,5
"gmex",2008,"unknown","SEFSC_GOMex",28.9826768096202,21.9239687436991,16.9664931552626,3.76245824624454,0,NA,0,214,516
"gmex",2008,NA,NA,NA,NA,0,0,0,0,0,0,0
"gmex",2009,"(2,2.25]","SEFSC_GOMex",28.9808336025,23.7136039133333,0.0287770020477318,3.78713263494727,2.19,2.19,0.0049,1,3
"gmex",2009,"(2.25,2.5]",NA,NA,NA,0,0,0,0,0,0,0
"gmex",2009,"(2.5,2.75]","SEFSC_GOMex",28.8245166958,22.8685206199333,0.0429979218095817,3.78713263494727,5.24,2.67723002097485,0.0145,2,5
"gmex",2009,"(2.75,3]","SEFSC_GOMex",28.2645127423205,24.5123256934359,0.00690625490047848,3.78713263494727,14.18,2.87976803142444,0.3841,5,6
"gmex",2009,"(3,3.25]","SEFSC_GOMex",28.5499603670213,23.7129681383471,0.947294766710473,3.78713263494727,19.24,3.22202230593743,0.7215,6,18
"gmex",2009,"(3.25,3.5]","SEFSC_GOMex",28.9235871619814,22.7910473527161,2.3265902191606,3.78713263494727,92.5,3.42666528413159,4.068,27,53
"gmex",2009,"(3.5,3.75]","SEFSC_GOMex",28.7554893238412,23.8321140546469,6.05031817620453,3.78713263494727,54.46,3.5705557321826,3.1474,15,40
"gmex",2009,"(3.75,4]","SEFSC_GOMex",28.431155051094,23.1033996790634,2.28501485478015,3.78713263494727,58.42,3.87892689748661,4.0085,15,38
"gmex",2009,"(4,4.25]","SEFSC_GOMex",28.8725445343169,24.1503489317541,0.704589890565574,3.78713263494727,45.44,4.14999382992797,3.0211,11,22
"gmex",2009,"(4.25,4.5]","SEFSC_GOMex",28.969899242392,23.7245489293506,2.40181267974476,3.78713263494727,66.17,4.42672739810283,3.7292,15,31
"gmex",2009,"(4.5,4.75]","SEFSC_GOMex",29.1557022659028,22.7699066496296,1.06529569695078,3.78713263494727,18.28,4.52184820224709,0.8034,4,5
"gmex",2009,"unknown","SEFSC_GOMex",28.69732784571,21.7965752552684,17.4868126911794,3.78713263494727,0,NA,0,190,516
"gmex",2009,NA,NA,NA,NA,0,0,0,0,0,0,0
"gmex",2010,"(2,2.25]","SEFSC_GOMex",30.0299996601111,29.7848348172222,0.0394359037934239,3.71607221960584,2.19,2.19,0.0049,1,3
"gmex",2010,"(2.25,2.5]","SEFSC_GOMex",28.79999924,NA,0.0184057661075745,3.71607221960584,2.43,2.43,0.0289,1,4
"gmex",2010,"(2.5,2.75]","SEFSC_GOMex",29.35833327,23.8791583333333,0.0267099399038324,3.71607221960584,2.68,2.68,0.0064,1,5
"gmex",2010,"(2.75,3]","SEFSC_GOMex",29.9150003483333,25.46368346,0.00531239080311854,3.71607221960584,8.52,2.78182553605675,0.1316,3,6
"gmex",2010,"(3,3.25]","SEFSC_GOMex",29.0764143966585,25.3064298436897,2.26750839234285,3.71607221960584,25.7,3.22647633884024,0.9545,8,18
"gmex",2010,"(3.25,3.5]","SEFSC_GOMex",29.5023049352705,24.0897607824152,2.70825161836397,3.71607221960584,71.89,3.42707541221742,2.8868,21,53
"gmex",2010,"(3.5,3.75]","SEFSC_GOMex",29.5705864465521,25.0366675248577,3.29824640815249,3.71607221960584,50.62,3.5722429077477,2.5234,14,40
"gmex",2010,"(3.75,4]","SEFSC_GOMex",29.4622251393343,23.2883727090283,3.68340655770715,3.71607221960584,62.29,3.88781756292953,4.4599,16,38
"gmex",2010,"(4,4.25]","SEFSC_GOMex",29.5091326480786,25.0615031479907,0.706533852407373,3.71607221960584,41.35,4.16224199544763,3.0623,10,22
"gmex",2010,"(4.25,4.5]","SEFSC_GOMex",29.5033001883228,25.3667131406414,2.04261134677357,3.71607221960584,70.9,4.45431880888181,3.6255,16,31
"gmex",2010,"(4.5,4.75]","SEFSC_GOMex",29.6532637455972,23.1860599759524,0.0322703316240992,3.71607221960584,9.23,4.58126966753194,0.2909,2,5
"gmex",2010,"unknown","SEFSC_GOMex",29.5165176043637,22.3749832260597,26.2870112633342,3.71607221960584,0,NA,0,218,516
"gmex",2010,NA,NA,NA,NA,0,0,0,0,0,0,0
"gmex",2011,"(2,2.25]","SEFSC_GOMex",28.9944442913889,25.4100347222222,0.147415386679334,3.65697288981627,4.21,2.18198931895681,0.0098,2,3
"gmex",2011,"(2.25,2.5]",NA,NA,NA,0,0,0,0,0,0,0
"gmex",2011,"(2.5,2.75]","SEFSC_GOMex",28.7000000633333,22.738025,0.106426293924622,3.65697288981627,2.68,2.68,0.0064,1,5
"gmex",2011,"(2.75,3]","SEFSC_GOMex",28.0749995725,21.875225,0.00382956282642617,3.65697288981627,11.61,2.93763475691386,0.2408,4,6
"gmex",2011,"(3,3.25]","SEFSC_GOMex",28.3277976046739,24.2628287669584,3.3316677969797,3.65697288981627,19.24,3.22837127675133,0.7215,6,18
"gmex",2011,"(3.25,3.5]","SEFSC_GOMex",28.8735473148008,23.3165352982471,2.14561033749925,3.65697288981627,75.22,3.4270431435247,3.7286,22,53
"gmex",2011,"(3.5,3.75]","SEFSC_GOMex",28.3643878223167,23.3384074897796,3.01797609037349,3.65697288981627,50.65,3.59179714296658,2.791,14,40
"gmex",2011,"(3.75,4]","SEFSC_GOMex",28.8620872086855,22.228155526901,2.98295016525097,3.65697288981627,54.45,3.90876133790628,3.2436,14,38
"gmex",2011,"(4,4.25]","SEFSC_GOMex",28.7818548509801,23.7766243603395,0.634774226800971,3.65697288981627,24.8,4.16023071416787,1.5803,6,22
"gmex",2011,"(4.25,4.5]","SEFSC_GOMex",29.1154385933347,24.5550798177083,1.68871795634242,3.65697288981627,61.81,4.4368474266388,3.5447,14,31
"gmex",2011,"(4.5,4.75]","SEFSC_GOMex",29.1162345650864,24.3549850925926,0.0595888206699443,3.65697288981627,13.76,4.57403555895592,0.3809,3,5
